serial_no,sensor_id,imu1_pitch,imu1_roll,battery,reading_time
1133,LRS,23.44,-2.18,34,Sat Jul 25 2020 12:17:05 GMT+0530 (India Standard Time)
1134,LRS,23.44,-2.17,34,Sat Jul 25 2020 12:17:05 GMT+0530 (India Standard Time)
1135,LRS,23.44,-2.17,34,Sat Jul 25 2020 12:17:05 GMT+0530 (India Standard Time)
1136,LRS,23.45,-2.17,34,Sat Jul 25 2020 12:17:06 GMT+0530 (India Standard Time)
1137,LRS,23.45,-2.17,34,Sat Jul 25 2020 12:17:06 GMT+0530 (India Standard Time)
1138,LRS,23.45,-2.17,34,Sat Jul 25 2020 12:17:06 GMT+0530 (India Standard Time)
1139,LRS,23.45,-2.17,34,Sat Jul 25 2020 12:17:06 GMT+0530 (India Standard Time)
1140,LRS,23.44,-2.17,34,Sat Jul 25 2020 12:17:06 GMT+0530 (India Standard Time)
1141,LRS,23.44,-2.18,34,Sat Jul 25 2020 12:17:06 GMT+0530 (India Standard Time)
1142,LRS,23.44,-2.18,34,Sat Jul 25 2020 12:17:06 GMT+0530 (India Standard Time)
1143,LRS,23.45,-2.18,34,Sat Jul 25 2020 12:17:06 GMT+0530 (India Standard Time)
1144,LRS,23.45,-2.17,34,Sat Jul 25 2020 12:17:06 GMT+0530 (India Standard Time)
1145,LRS,23.45,-2.19,34,Sat Jul 25 2020 12:17:06 GMT+0530 (India Standard Time)
1146,LRS,23.45,-2.18,34,Sat Jul 25 2020 12:17:06 GMT+0530 (India Standard Time)
1147,LRS,23.45,-2.19,34,Sat Jul 25 2020 12:17:07 GMT+0530 (India Standard Time)
1148,LRS,23.46,-2.19,34,Sat Jul 25 2020 12:17:07 GMT+0530 (India Standard Time)
1149,LRS,23.46,-2.19,34,Sat Jul 25 2020 12:17:07 GMT+0530 (India Standard Time)
1150,LRS,23.46,-2.18,34,Sat Jul 25 2020 12:17:07 GMT+0530 (India Standard Time)
1151,LRS,23.45,-2.19,34,Sat Jul 25 2020 12:17:07 GMT+0530 (India Standard Time)
1152,LRS,23.45,-2.18,34,Sat Jul 25 2020 12:17:07 GMT+0530 (India Standard Time)
1153,LRS,23.44,-2.19,34,Sat Jul 25 2020 12:17:07 GMT+0530 (India Standard Time)
1154,LRS,23.45,-2.2,34,Sat Jul 25 2020 12:17:07 GMT+0530 (India Standard Time)
1155,LRS,23.45,-2.2,34,Sat Jul 25 2020 12:17:07 GMT+0530 (India Standard Time)
1156,LRS,23.45,-2.19,34,Sat Jul 25 2020 12:17:07 GMT+0530 (India Standard Time)
1157,LRS,23.44,-2.19,34,Sat Jul 25 2020 12:17:08 GMT+0530 (India Standard Time)
1158,LRS,23.44,-2.19,34,Sat Jul 25 2020 12:17:08 GMT+0530 (India Standard Time)
1159,LRS,23.44,-2.19,34,Sat Jul 25 2020 12:17:08 GMT+0530 (India Standard Time)
1160,LRS,23.44,-2.18,34,Sat Jul 25 2020 12:17:08 GMT+0530 (India Standard Time)
1161,LRS,23.44,-2.18,34,Sat Jul 25 2020 12:17:08 GMT+0530 (India Standard Time)
1162,LRS,23.44,-2.18,34,Sat Jul 25 2020 12:17:08 GMT+0530 (India Standard Time)
1163,LRS,23.43,-2.18,34,Sat Jul 25 2020 12:17:08 GMT+0530 (India Standard Time)
1164,LRS,23.45,-2.17,34,Sat Jul 25 2020 12:17:08 GMT+0530 (India Standard Time)
1165,LRS,23.44,-2.18,34,Sat Jul 25 2020 12:17:08 GMT+0530 (India Standard Time)
1166,LRS,23.44,-2.19,34,Sat Jul 25 2020 12:17:08 GMT+0530 (India Standard Time)
1167,LRS,23.43,-2.18,34,Sat Jul 25 2020 12:17:09 GMT+0530 (India Standard Time)
1168,LRS,23.43,-2.19,34,Sat Jul 25 2020 12:17:09 GMT+0530 (India Standard Time)
1169,LRS,23.43,-2.19,34,Sat Jul 25 2020 12:17:09 GMT+0530 (India Standard Time)
1170,LRS,23.43,-2.19,34,Sat Jul 25 2020 12:17:09 GMT+0530 (India Standard Time)
1171,LRS,23.44,-2.18,34,Sat Jul 25 2020 12:17:09 GMT+0530 (India Standard Time)
1172,LRS,23.43,-2.18,34,Sat Jul 25 2020 12:17:09 GMT+0530 (India Standard Time)
1173,LRS,23.43,-2.18,34,Sat Jul 25 2020 12:17:09 GMT+0530 (India Standard Time)
1174,LRS,23.42,-2.19,34,Sat Jul 25 2020 12:17:09 GMT+0530 (India Standard Time)
1175,LRS,23.42,-2.18,34,Sat Jul 25 2020 12:17:09 GMT+0530 (India Standard Time)
1176,LRS,23.42,-2.18,34,Sat Jul 25 2020 12:17:09 GMT+0530 (India Standard Time)
1177,LRS,23.41,-2.18,34,Sat Jul 25 2020 12:17:10 GMT+0530 (India Standard Time)
1178,LRS,23.42,-2.17,34,Sat Jul 25 2020 12:17:10 GMT+0530 (India Standard Time)
1179,LRS,23.42,-2.18,34,Sat Jul 25 2020 12:17:10 GMT+0530 (India Standard Time)
1180,LRS,23.41,-2.18,34,Sat Jul 25 2020 12:17:10 GMT+0530 (India Standard Time)
1181,LRS,23.4,-2.18,34,Sat Jul 25 2020 12:17:10 GMT+0530 (India Standard Time)
1182,LRS,23.4,-2.17,34,Sat Jul 25 2020 12:17:10 GMT+0530 (India Standard Time)
1183,LRS,23.39,-2.17,34,Sat Jul 25 2020 12:17:10 GMT+0530 (India Standard Time)
1184,LRS,23.39,-2.17,34,Sat Jul 25 2020 12:17:10 GMT+0530 (India Standard Time)
1185,LRS,23.39,-2.18,34,Sat Jul 25 2020 12:17:10 GMT+0530 (India Standard Time)
1186,LRS,23.38,-2.18,34,Sat Jul 25 2020 12:17:10 GMT+0530 (India Standard Time)
1187,LRS,23.39,-2.19,34,Sat Jul 25 2020 12:17:11 GMT+0530 (India Standard Time)
1188,LRS,23.39,-2.19,34,Sat Jul 25 2020 12:17:11 GMT+0530 (India Standard Time)
1189,LRS,23.39,-2.18,34,Sat Jul 25 2020 12:17:11 GMT+0530 (India Standard Time)
1190,LRS,23.39,-2.18,34,Sat Jul 25 2020 12:17:11 GMT+0530 (India Standard Time)
1191,LRS,23.39,-2.18,34,Sat Jul 25 2020 12:17:11 GMT+0530 (India Standard Time)
1192,LRS,23.39,-2.19,34,Sat Jul 25 2020 12:17:11 GMT+0530 (India Standard Time)
1193,LRS,23.39,-2.19,34,Sat Jul 25 2020 12:17:11 GMT+0530 (India Standard Time)
1194,LRS,23.39,-2.19,34,Sat Jul 25 2020 12:17:11 GMT+0530 (India Standard Time)
1195,LRS,23.4,-2.19,34,Sat Jul 25 2020 12:17:11 GMT+0530 (India Standard Time)
1196,LRS,23.4,-2.19,34,Sat Jul 25 2020 12:17:11 GMT+0530 (India Standard Time)
1197,LRS,23.39,-2.19,34,Sat Jul 25 2020 12:17:11 GMT+0530 (India Standard Time)
1198,LRS,23.39,-2.19,34,Sat Jul 25 2020 12:17:12 GMT+0530 (India Standard Time)
1199,LRS,23.39,-2.19,34,Sat Jul 25 2020 12:17:12 GMT+0530 (India Standard Time)
1200,LRS,23.38,-2.19,34,Sat Jul 25 2020 12:17:12 GMT+0530 (India Standard Time)
1201,LRS,23.38,-2.19,34,Sat Jul 25 2020 12:17:12 GMT+0530 (India Standard Time)
1202,LRS,23.37,-2.19,34,Sat Jul 25 2020 12:17:12 GMT+0530 (India Standard Time)
1203,LRS,23.37,-2.2,34,Sat Jul 25 2020 12:17:12 GMT+0530 (India Standard Time)
1204,LRS,23.37,-2.19,34,Sat Jul 25 2020 12:17:12 GMT+0530 (India Standard Time)
1205,LRS,23.38,-2.19,34,Sat Jul 25 2020 12:17:12 GMT+0530 (India Standard Time)
1206,LRS,23.38,-2.19,34,Sat Jul 25 2020 12:17:12 GMT+0530 (India Standard Time)
1207,LRS,23.38,-2.19,34,Sat Jul 25 2020 12:17:12 GMT+0530 (India Standard Time)
1208,LRS,23.39,-2.19,34,Sat Jul 25 2020 12:17:12 GMT+0530 (India Standard Time)
1209,LRS,23.39,-2.18,34,Sat Jul 25 2020 12:17:13 GMT+0530 (India Standard Time)
1210,LRS,23.4,-2.19,34,Sat Jul 25 2020 12:17:13 GMT+0530 (India Standard Time)
1211,LRS,23.4,-2.19,34,Sat Jul 25 2020 12:17:13 GMT+0530 (India Standard Time)
1212,LRS,23.4,-2.18,34,Sat Jul 25 2020 12:17:13 GMT+0530 (India Standard Time)
1213,LRS,23.39,-2.18,34,Sat Jul 25 2020 12:17:13 GMT+0530 (India Standard Time)
1214,LRS,23.39,-2.18,34,Sat Jul 25 2020 12:17:13 GMT+0530 (India Standard Time)
1215,LRS,23.39,-2.19,34,Sat Jul 25 2020 12:17:13 GMT+0530 (India Standard Time)
1216,LRS,23.4,-2.19,34,Sat Jul 25 2020 12:17:13 GMT+0530 (India Standard Time)
1217,LRS,23.4,-2.19,34,Sat Jul 25 2020 12:17:13 GMT+0530 (India Standard Time)
1218,LRS,23.4,-2.2,34,Sat Jul 25 2020 12:17:13 GMT+0530 (India Standard Time)
1219,LRS,23.4,-2.19,34,Sat Jul 25 2020 12:17:14 GMT+0530 (India Standard Time)
1220,LRS,23.4,-2.19,34,Sat Jul 25 2020 12:17:14 GMT+0530 (India Standard Time)
1221,LRS,23.4,-2.2,34,Sat Jul 25 2020 12:17:14 GMT+0530 (India Standard Time)
1222,LRS,23.4,-2.2,34,Sat Jul 25 2020 12:17:14 GMT+0530 (India Standard Time)
1223,LRS,23.41,-2.19,34,Sat Jul 25 2020 12:17:14 GMT+0530 (India Standard Time)
1224,LRS,23.41,-2.2,34,Sat Jul 25 2020 12:17:14 GMT+0530 (India Standard Time)
1225,LRS,23.41,-2.2,34,Sat Jul 25 2020 12:17:14 GMT+0530 (India Standard Time)
1226,LRS,23.41,-2.2,34,Sat Jul 25 2020 12:17:14 GMT+0530 (India Standard Time)
1227,LRS,23.41,-2.2,34,Sat Jul 25 2020 12:17:14 GMT+0530 (India Standard Time)
1228,LRS,23.42,-2.2,34,Sat Jul 25 2020 12:17:15 GMT+0530 (India Standard Time)
1229,LRS,23.41,-2.2,34,Sat Jul 25 2020 12:17:15 GMT+0530 (India Standard Time)
1230,LRS,23.41,-2.19,34,Sat Jul 25 2020 12:17:15 GMT+0530 (India Standard Time)
1231,LRS,23.41,-2.19,34,Sat Jul 25 2020 12:17:15 GMT+0530 (India Standard Time)
1232,LRS,23.42,-2.19,34,Sat Jul 25 2020 12:17:15 GMT+0530 (India Standard Time)
1233,LRS,23.42,-2.19,34,Sat Jul 25 2020 12:17:15 GMT+0530 (India Standard Time)
1234,LRS,23.42,-2.19,34,Sat Jul 25 2020 12:17:15 GMT+0530 (India Standard Time)
1235,LRS,23.42,-2.18,34,Sat Jul 25 2020 12:17:15 GMT+0530 (India Standard Time)
1236,LRS,23.42,-2.18,34,Sat Jul 25 2020 12:17:15 GMT+0530 (India Standard Time)
1237,LRS,23.43,-2.17,34,Sat Jul 25 2020 12:17:15 GMT+0530 (India Standard Time)
1238,LRS,23.42,-2.16,34,Sat Jul 25 2020 12:17:16 GMT+0530 (India Standard Time)
1239,LRS,23.42,-2.17,34,Sat Jul 25 2020 12:17:16 GMT+0530 (India Standard Time)
1240,LRS,23.43,-2.17,34,Sat Jul 25 2020 12:17:16 GMT+0530 (India Standard Time)
1241,LRS,23.43,-2.18,34,Sat Jul 25 2020 12:17:16 GMT+0530 (India Standard Time)
1242,LRS,23.43,-2.18,34,Sat Jul 25 2020 12:17:16 GMT+0530 (India Standard Time)
1243,LRS,23.43,-2.18,34,Sat Jul 25 2020 12:17:16 GMT+0530 (India Standard Time)
1244,LRS,23.44,-2.18,34,Sat Jul 25 2020 12:17:16 GMT+0530 (India Standard Time)
1245,LRS,23.44,-2.18,34,Sat Jul 25 2020 12:17:16 GMT+0530 (India Standard Time)
1246,LRS,23.43,-2.19,34,Sat Jul 25 2020 12:17:16 GMT+0530 (India Standard Time)
1247,LRS,23.43,-2.18,34,Sat Jul 25 2020 12:17:16 GMT+0530 (India Standard Time)
1248,LRS,23.43,-2.18,34,Sat Jul 25 2020 12:17:17 GMT+0530 (India Standard Time)
1249,LRS,23.43,-2.18,34,Sat Jul 25 2020 12:17:17 GMT+0530 (India Standard Time)
1250,LRS,23.42,-2.18,34,Sat Jul 25 2020 12:17:17 GMT+0530 (India Standard Time)
1251,LRS,23.43,-2.18,34,Sat Jul 25 2020 12:17:17 GMT+0530 (India Standard Time)
1252,LRS,23.43,-2.18,34,Sat Jul 25 2020 12:17:17 GMT+0530 (India Standard Time)
1253,LRS,23.43,-2.18,34,Sat Jul 25 2020 12:17:17 GMT+0530 (India Standard Time)
1254,LRS,23.43,-2.19,34,Sat Jul 25 2020 12:17:17 GMT+0530 (India Standard Time)
1255,LRS,23.43,-2.19,34,Sat Jul 25 2020 12:17:17 GMT+0530 (India Standard Time)
1256,LRS,23.43,-2.19,34,Sat Jul 25 2020 12:17:17 GMT+0530 (India Standard Time)
1257,LRS,23.43,-2.18,34,Sat Jul 25 2020 12:17:17 GMT+0530 (India Standard Time)
1258,LRS,23.43,-2.18,34,Sat Jul 25 2020 12:17:18 GMT+0530 (India Standard Time)
1259,LRS,23.43,-2.17,34,Sat Jul 25 2020 12:17:18 GMT+0530 (India Standard Time)
1260,LRS,23.43,-2.18,34,Sat Jul 25 2020 12:17:18 GMT+0530 (India Standard Time)
1261,LRS,23.43,-2.19,34,Sat Jul 25 2020 12:17:18 GMT+0530 (India Standard Time)
1262,LRS,23.44,-2.17,34,Sat Jul 25 2020 12:17:18 GMT+0530 (India Standard Time)
1263,LRS,23.43,-2.18,34,Sat Jul 25 2020 12:17:18 GMT+0530 (India Standard Time)
1264,LRS,23.42,-2.17,34,Sat Jul 25 2020 12:17:18 GMT+0530 (India Standard Time)
1265,LRS,23.41,-2.18,34,Sat Jul 25 2020 12:17:18 GMT+0530 (India Standard Time)
1266,LRS,23.41,-2.18,34,Sat Jul 25 2020 12:17:18 GMT+0530 (India Standard Time)
1267,LRS,23.43,-2.19,34,Sat Jul 25 2020 12:17:18 GMT+0530 (India Standard Time)
1268,LRS,23.42,-2.18,34,Sat Jul 25 2020 12:17:18 GMT+0530 (India Standard Time)
1269,LRS,23.42,-2.19,34,Sat Jul 25 2020 12:17:19 GMT+0530 (India Standard Time)
1270,LRS,23.41,-2.18,34,Sat Jul 25 2020 12:17:19 GMT+0530 (India Standard Time)
1271,LRS,23.41,-2.19,34,Sat Jul 25 2020 12:17:19 GMT+0530 (India Standard Time)
1272,LRS,23.4,-2.19,34,Sat Jul 25 2020 12:17:19 GMT+0530 (India Standard Time)
1273,LRS,23.4,-2.18,34,Sat Jul 25 2020 12:17:19 GMT+0530 (India Standard Time)
1274,LRS,23.4,-2.19,34,Sat Jul 25 2020 12:17:19 GMT+0530 (India Standard Time)
1275,LRS,23.39,-2.18,34,Sat Jul 25 2020 12:17:19 GMT+0530 (India Standard Time)
1276,LRS,23.39,-2.18,34,Sat Jul 25 2020 12:17:19 GMT+0530 (India Standard Time)
1277,LRS,23.38,-2.18,34,Sat Jul 25 2020 12:17:19 GMT+0530 (India Standard Time)
1278,LRS,23.39,-2.18,34,Sat Jul 25 2020 12:17:19 GMT+0530 (India Standard Time)
1279,LRS,23.39,-2.17,34,Sat Jul 25 2020 12:17:20 GMT+0530 (India Standard Time)
1280,LRS,23.39,-2.17,34,Sat Jul 25 2020 12:17:20 GMT+0530 (India Standard Time)
1281,LRS,23.39,-2.17,34,Sat Jul 25 2020 12:17:20 GMT+0530 (India Standard Time)
1282,LRS,23.39,-2.17,34,Sat Jul 25 2020 12:17:20 GMT+0530 (India Standard Time)
1283,LRS,23.39,-2.16,34,Sat Jul 25 2020 12:17:20 GMT+0530 (India Standard Time)
1284,LRS,23.39,-2.17,34,Sat Jul 25 2020 12:17:20 GMT+0530 (India Standard Time)
1285,LRS,23.38,-2.16,34,Sat Jul 25 2020 12:17:20 GMT+0530 (India Standard Time)
1286,LRS,23.38,-2.16,34,Sat Jul 25 2020 12:17:20 GMT+0530 (India Standard Time)
1287,LRS,23.39,-2.17,34,Sat Jul 25 2020 12:17:20 GMT+0530 (India Standard Time)
1288,LRS,23.38,-2.16,34,Sat Jul 25 2020 12:17:20 GMT+0530 (India Standard Time)
1289,LRS,23.38,-2.17,34,Sat Jul 25 2020 12:17:21 GMT+0530 (India Standard Time)
1290,LRS,23.38,-2.17,34,Sat Jul 25 2020 12:17:21 GMT+0530 (India Standard Time)
1291,LRS,23.38,-2.18,34,Sat Jul 25 2020 12:17:21 GMT+0530 (India Standard Time)
1292,LRS,23.38,-2.18,34,Sat Jul 25 2020 12:17:21 GMT+0530 (India Standard Time)
1293,LRS,23.38,-2.19,34,Sat Jul 25 2020 12:17:21 GMT+0530 (India Standard Time)
1294,LRS,23.38,-2.19,34,Sat Jul 25 2020 12:17:21 GMT+0530 (India Standard Time)
1295,LRS,23.38,-2.18,34,Sat Jul 25 2020 12:17:21 GMT+0530 (India Standard Time)
1296,LRS,23.38,-2.18,34,Sat Jul 25 2020 12:17:21 GMT+0530 (India Standard Time)
1297,LRS,23.39,-2.18,34,Sat Jul 25 2020 12:17:21 GMT+0530 (India Standard Time)
1298,LRS,23.39,-2.18,34,Sat Jul 25 2020 12:17:21 GMT+0530 (India Standard Time)
1299,LRS,23.4,-2.18,34,Sat Jul 25 2020 12:17:21 GMT+0530 (India Standard Time)
1300,LRS,23.4,-2.18,34,Sat Jul 25 2020 12:17:22 GMT+0530 (India Standard Time)
1301,LRS,23.4,-2.19,34,Sat Jul 25 2020 12:17:22 GMT+0530 (India Standard Time)
1302,LRS,23.39,-2.19,34,Sat Jul 25 2020 12:17:22 GMT+0530 (India Standard Time)
1303,LRS,23.39,-2.19,34,Sat Jul 25 2020 12:17:22 GMT+0530 (India Standard Time)
1304,LRS,23.39,-2.18,34,Sat Jul 25 2020 12:17:22 GMT+0530 (India Standard Time)
1305,LRS,23.39,-2.18,34,Sat Jul 25 2020 12:17:22 GMT+0530 (India Standard Time)
1306,LRS,23.39,-2.18,34,Sat Jul 25 2020 12:17:22 GMT+0530 (India Standard Time)
1307,LRS,23.4,-2.18,34,Sat Jul 25 2020 12:17:22 GMT+0530 (India Standard Time)
1308,LRS,23.41,-2.18,34,Sat Jul 25 2020 12:17:22 GMT+0530 (India Standard Time)
1309,LRS,23.4,-2.18,34,Sat Jul 25 2020 12:17:22 GMT+0530 (India Standard Time)
1310,LRS,23.39,-2.19,34,Sat Jul 25 2020 12:17:23 GMT+0530 (India Standard Time)
1311,LRS,23.39,-2.19,34,Sat Jul 25 2020 12:17:23 GMT+0530 (India Standard Time)
1312,LRS,23.4,-2.19,34,Sat Jul 25 2020 12:17:23 GMT+0530 (India Standard Time)
1313,LRS,23.4,-2.19,34,Sat Jul 25 2020 12:17:23 GMT+0530 (India Standard Time)
1314,LRS,0.71,0.08,34,Sat Jul 25 2020 17:12:41 GMT+0530 (India Standard Time)
1315,LRS,1.4,0.16,34,Sat Jul 25 2020 17:12:41 GMT+0530 (India Standard Time)
1316,LRS,2.07,0.24,34,Sat Jul 25 2020 17:12:41 GMT+0530 (India Standard Time)
1317,LRS,2.74,0.31,34,Sat Jul 25 2020 17:12:41 GMT+0530 (India Standard Time)
1318,LRS,3.39,0.39,34,Sat Jul 25 2020 17:12:41 GMT+0530 (India Standard Time)
1319,LRS,4.03,0.46,34,Sat Jul 25 2020 17:12:41 GMT+0530 (India Standard Time)
1320,LRS,4.66,0.54,34,Sat Jul 25 2020 17:12:41 GMT+0530 (India Standard Time)
1321,LRS,5.27,0.6,34,Sat Jul 25 2020 17:12:42 GMT+0530 (India Standard Time)
1322,LRS,5.87,0.68,34,Sat Jul 25 2020 17:12:42 GMT+0530 (India Standard Time)
1323,LRS,6.46,0.75,34,Sat Jul 25 2020 17:12:42 GMT+0530 (India Standard Time)
1324,LRS,7.04,0.81,34,Sat Jul 25 2020 17:12:42 GMT+0530 (India Standard Time)
1325,LRS,7.61,0.87,34,Sat Jul 25 2020 17:12:42 GMT+0530 (India Standard Time)
1326,LRS,8.16,0.94,34,Sat Jul 25 2020 17:12:42 GMT+0530 (India Standard Time)
1327,LRS,8.7,1,34,Sat Jul 25 2020 17:12:42 GMT+0530 (India Standard Time)
1328,LRS,9.23,1.06,34,Sat Jul 25 2020 17:12:42 GMT+0530 (India Standard Time)
1329,LRS,9.76,1.12,34,Sat Jul 25 2020 17:12:42 GMT+0530 (India Standard Time)
1330,LRS,10.27,1.18,34,Sat Jul 25 2020 17:12:42 GMT+0530 (India Standard Time)
1331,LRS,10.77,1.24,34,Sat Jul 25 2020 17:12:43 GMT+0530 (India Standard Time)
1332,LRS,11.26,1.3,34,Sat Jul 25 2020 17:12:43 GMT+0530 (India Standard Time)
1333,LRS,11.74,1.35,34,Sat Jul 25 2020 17:12:43 GMT+0530 (India Standard Time)
1334,LRS,12.21,1.4,34,Sat Jul 25 2020 17:12:43 GMT+0530 (India Standard Time)
1335,LRS,12.67,1.45,34,Sat Jul 25 2020 17:12:43 GMT+0530 (India Standard Time)
1336,LRS,13.13,1.5,34,Sat Jul 25 2020 17:12:43 GMT+0530 (India Standard Time)
1337,LRS,13.57,1.56,34,Sat Jul 25 2020 17:12:43 GMT+0530 (India Standard Time)
1338,LRS,14.01,1.61,34,Sat Jul 25 2020 17:12:43 GMT+0530 (India Standard Time)
1339,LRS,14.43,1.66,34,Sat Jul 25 2020 17:12:43 GMT+0530 (India Standard Time)
1340,LRS,14.85,1.7,34,Sat Jul 25 2020 17:12:43 GMT+0530 (India Standard Time)
1341,LRS,15.26,1.75,34,Sat Jul 25 2020 17:12:44 GMT+0530 (India Standard Time)
1342,LRS,15.65,1.79,34,Sat Jul 25 2020 17:12:44 GMT+0530 (India Standard Time)
1343,LRS,16.05,1.84,34,Sat Jul 25 2020 17:12:47 GMT+0530 (India Standard Time)
1344,LRS,16.75,2.28,34,Sat Jul 25 2020 17:12:47 GMT+0530 (India Standard Time)
1345,LRS,17.46,2.72,34,Sat Jul 25 2020 17:12:47 GMT+0530 (India Standard Time)
1346,LRS,18.15,2.94,34,Sat Jul 25 2020 17:12:47 GMT+0530 (India Standard Time)
1347,LRS,18.86,3.24,34,Sat Jul 25 2020 17:12:47 GMT+0530 (India Standard Time)
1348,LRS,19.62,3.49,34,Sat Jul 25 2020 17:12:47 GMT+0530 (India Standard Time)
1349,LRS,20.58,3.58,34,Sat Jul 25 2020 17:12:47 GMT+0530 (India Standard Time)
1350,LRS,21.55,3.77,34,Sat Jul 25 2020 17:12:47 GMT+0530 (India Standard Time)
1351,LRS,22.33,4.11,34,Sat Jul 25 2020 17:12:47 GMT+0530 (India Standard Time)
1352,LRS,23.2,4.36,34,Sat Jul 25 2020 17:12:48 GMT+0530 (India Standard Time)
1353,LRS,23.98,4.66,34,Sat Jul 25 2020 17:12:48 GMT+0530 (India Standard Time)
1354,LRS,24.75,5,34,Sat Jul 25 2020 17:12:48 GMT+0530 (India Standard Time)
1355,LRS,25.38,5.34,34,Sat Jul 25 2020 17:12:48 GMT+0530 (India Standard Time)
1356,LRS,26.01,5.61,34,Sat Jul 25 2020 17:12:48 GMT+0530 (India Standard Time)
1357,LRS,26.6,5.8,34,Sat Jul 25 2020 17:12:48 GMT+0530 (India Standard Time)
1358,LRS,27.2,6.21,34,Sat Jul 25 2020 17:12:48 GMT+0530 (India Standard Time)
1359,LRS,27.79,6.6,34,Sat Jul 25 2020 17:12:48 GMT+0530 (India Standard Time)
1360,LRS,28.32,6.94,34,Sat Jul 25 2020 17:12:48 GMT+0530 (India Standard Time)
1361,LRS,28.9,7.31,34,Sat Jul 25 2020 17:12:48 GMT+0530 (India Standard Time)
1362,LRS,29.36,7.89,34,Sat Jul 25 2020 17:12:49 GMT+0530 (India Standard Time)
1363,LRS,29.85,8.45,34,Sat Jul 25 2020 17:12:49 GMT+0530 (India Standard Time)
1364,LRS,30.01,9.22,34,Sat Jul 25 2020 17:12:49 GMT+0530 (India Standard Time)
1365,LRS,30.24,9.92,34,Sat Jul 25 2020 17:12:49 GMT+0530 (India Standard Time)
1366,LRS,30.51,10.59,34,Sat Jul 25 2020 17:12:49 GMT+0530 (India Standard Time)
1367,LRS,30.6,11.45,34,Sat Jul 25 2020 17:12:49 GMT+0530 (India Standard Time)
1368,LRS,30.78,12.14,34,Sat Jul 25 2020 17:12:49 GMT+0530 (India Standard Time)
1369,LRS,31.06,12.4,34,Sat Jul 25 2020 17:12:49 GMT+0530 (India Standard Time)
1370,LRS,31.47,12.69,34,Sat Jul 25 2020 17:12:49 GMT+0530 (India Standard Time)
1371,LRS,31.72,13.08,34,Sat Jul 25 2020 17:12:50 GMT+0530 (India Standard Time)
1372,LRS,31.95,13.49,34,Sat Jul 25 2020 17:12:50 GMT+0530 (India Standard Time)
1373,LRS,31.96,13.65,34,Sat Jul 25 2020 17:12:50 GMT+0530 (India Standard Time)
1374,LRS,32.01,13.77,34,Sat Jul 25 2020 17:12:50 GMT+0530 (India Standard Time)
1375,LRS,32.05,13.94,34,Sat Jul 25 2020 17:12:50 GMT+0530 (India Standard Time)
1376,LRS,32.05,13.79,34,Sat Jul 25 2020 17:12:50 GMT+0530 (India Standard Time)
1377,LRS,32.07,13.87,34,Sat Jul 25 2020 17:12:50 GMT+0530 (India Standard Time)
1378,LRS,32.1,14.03,34,Sat Jul 25 2020 17:12:51 GMT+0530 (India Standard Time)
1379,LRS,32.15,14.13,34,Sat Jul 25 2020 17:12:51 GMT+0530 (India Standard Time)
1380,LRS,32.18,14.28,34,Sat Jul 25 2020 17:12:51 GMT+0530 (India Standard Time)
1381,LRS,32.14,14.63,34,Sat Jul 25 2020 17:12:51 GMT+0530 (India Standard Time)
1382,LRS,32.17,14.93,34,Sat Jul 25 2020 17:12:51 GMT+0530 (India Standard Time)
1383,LRS,32.14,15.14,34,Sat Jul 25 2020 17:12:51 GMT+0530 (India Standard Time)
1384,LRS,32.1,15.25,34,Sat Jul 25 2020 17:12:51 GMT+0530 (India Standard Time)
1385,LRS,32.04,15.47,34,Sat Jul 25 2020 17:12:51 GMT+0530 (India Standard Time)
1386,LRS,31.97,15.81,34,Sat Jul 25 2020 17:12:52 GMT+0530 (India Standard Time)
1387,LRS,31.85,16,34,Sat Jul 25 2020 17:12:52 GMT+0530 (India Standard Time)
1388,LRS,31.82,16.32,34,Sat Jul 25 2020 17:12:52 GMT+0530 (India Standard Time)
1389,LRS,31.8,16.61,34,Sat Jul 25 2020 17:12:52 GMT+0530 (India Standard Time)
1390,LRS,31.76,16.99,34,Sat Jul 25 2020 17:12:52 GMT+0530 (India Standard Time)
1391,LRS,31.71,17.34,34,Sat Jul 25 2020 17:12:52 GMT+0530 (India Standard Time)
1392,LRS,31.66,17.73,34,Sat Jul 25 2020 17:12:52 GMT+0530 (India Standard Time)
1393,LRS,31.62,18.09,34,Sat Jul 25 2020 17:12:52 GMT+0530 (India Standard Time)
1394,LRS,31.58,18.56,34,Sat Jul 25 2020 17:12:53 GMT+0530 (India Standard Time)
1395,LRS,31.52,18.91,34,Sat Jul 25 2020 17:12:53 GMT+0530 (India Standard Time)
1396,LRS,31.49,19.34,34,Sat Jul 25 2020 17:12:53 GMT+0530 (India Standard Time)
1397,LRS,31.42,19.69,34,Sat Jul 25 2020 17:12:53 GMT+0530 (India Standard Time)
1398,LRS,31.36,20.08,34,Sat Jul 25 2020 17:12:53 GMT+0530 (India Standard Time)
1399,LRS,31.33,20.42,34,Sat Jul 25 2020 17:12:53 GMT+0530 (India Standard Time)
1400,LRS,31.28,20.78,34,Sat Jul 25 2020 17:12:54 GMT+0530 (India Standard Time)
1401,LRS,31.2,21.18,34,Sat Jul 25 2020 17:12:54 GMT+0530 (India Standard Time)
1402,LRS,31.07,21.72,34,Sat Jul 25 2020 17:12:54 GMT+0530 (India Standard Time)
